source,target,relation,structural
player_0116,playerModel_0116,isClassifiedBy,False
targetBehavior_0342,metric_0281,hasMetric,False
studentModel_0163,behavKnowledge_0163,hasBehaviouralKnowledge,False
instrPlan_0061,sequencing_0061,has_Sequencing,False
targetBehavior_0001,metric_0415,hasMetric,False
player_0165,playerModel_0165,isClassifiedBy,False
targetBehavior_0203,metric_0509,hasMetric,False
gamModel_0012,progLoop_0012,hasActivityLoops,False
gamModel_0016,progLoop_0016,hasActivityLoops,False
instrPlan_0126,strategy_0126,strategicTutoring,False
studentModel_0199,player_0199,includes,False
strategy,string,range,False
instrPlan_0069,strategy_0069,strategicTutoring,False
player_0100,playerModel_0100,isClassifiedBy,False
player_0110,playerModel_0110,isClassifiedBy,False
instrPlan_0150,strategy_0150,strategicTutoring,False
targetBehavior_0364,metric_0333,hasMetric,False
studentModel_0078,player_0078,includes,False
its_domain.owl,meututor_domain_resource.owl,imports,False
targetBehavior_0134,metric_0537,hasMetric,False
gamModel_0003,engLoop_0003,hasActivityLoops,False
player_0098,playerModel_0098,isClassifiedBy,False
gamifiedITS_0027,gamModel_0015,hasGamificationModel,False
targetBehavior_0149,metric_0328,hasMetric,False
studentModel_0106,behavKnowledge_0106,hasBehaviouralKnowledge,False
playerType_0199,player_0199,describesPlayer,False
studentModel_0041,behavKnowledge_0041,hasBehaviouralKnowledge,False
studentModel_0025,behavKnowledge_0025,hasBehaviouralKnowledge,False
studentModel_0099,player_0099,includes,False
playerModel_0042,player_0042,classifiesPlayer,False
player_0171,playerType_0171,isDescribedByType,False
Course,Thing,subClassOf,True
playerType_0038,player_0038,describesPlayer,False
leadsToEnjoyment,Story,domain,False
player_0035,playerType_0035,isDescribedByType,False
targetBehavior_0313,metric_0470,hasMetric,False
GamifiedITS,Thing,subClassOf,True
playerType_0091,player_0091,describesPlayer,False
designPractice_0048,transactions_0006,hasGameElement,False
composesDynamic,GDE_Mechanic,domain,False
targetBehavior_0113,metric_0015,hasMetric,False
targetBehavior_0258,metric_0359,hasMetric,False
instrPlan_0114,sequencing_0114,has_Sequencing,False
studentModel_0065,player_0065,includes,False
studentModel_0120,player_0120,includes,False
playerType_0059,player_0059,describesPlayer,False
playerModel_0005,player_0005,classifiesPlayer,False
instrPlan_0022,strategy_0022,strategicTutoring,False
gamifiedITS_0009,instrPlan_0139,hasPedagogicalModel,False
targetBehavior_0080,metric_0313,hasMetric,False
studentModel_0108,player_0108,includes,False
gamModel_0020,progLoop_0020,hasActivityLoops,False
Yee_Customization,Thing,subClassOf,True
studentModel_0196,player_0196,includes,False
leadsToEnjoyment,Theme,domain,False
instrPlan_0044,strategy_0044,strategicTutoring,False
targetBehavior_0390,metric_0351,hasMetric,False
studentModel_0168,behavKnowledge_0168,hasBehaviouralKnowledge,False
targetBehavior_0122,metric_0068,hasMetric,False
player_0155,playerModel_0155,isClassifiedBy,False
targetBehavior_0251,metric_0326,hasMetric,False
gamifiedITS_0053,gamModel_0029,hasGamificationModel,False
player_0094,playerModel_0094,isClassifiedBy,False
playerModel_0065,player_0065,classifiesPlayer,False
CategoryParticipation,Target_Behavior_Category,subClassOf,True
studentModel_0166,behavKnowledge_0166,hasBehaviouralKnowledge,False
gamModel_0008,engLoop_0008,hasActivityLoops,False
studentModel_0020,behavKnowledge_0020,hasBehaviouralKnowledge,False
studentModel_0179,player_0179,includes,False
instrPlan_0018,strategy_0018,strategicTutoring,False
targetBehavior_0218,metric_0330,hasMetric,False
studentModel_0097,behavKnowledge_0097,hasBehaviouralKnowledge,False
designPractice_0004,collections_0017,hasGameElement,False
playerType_0107,player_0107,describesPlayer,False
instrPlan_0093,sequencing_0093,has_Sequencing,False
instrPlan_0071,strategy_0071,strategicTutoring,False
targetBehavior_0122,metric_0335,hasMetric,False
player_0150,playerType_0150,isDescribedByType,False
instrPlan_0063,strategy_0063,strategicTutoring,False
targetBehavior_0118,metric_0551,hasMetric,False
studentModel_0076,behavKnowledge_0076,hasBehaviouralKnowledge,False
gamifiedITS_0010,instrPlan_0168,hasPedagogicalModel,False
targetBehavior_0165,metric_0504,hasMetric,False
CKCurriculumInformation,Thing,subClassOf,True
designPractice_0016,challenges_0011,hasGameElement,False
studentModel_0143,player_0143,includes,False
playerModel_0141,player_0141,classifiesPlayer,False
targetBehavior_0261,metric_0430,hasMetric,False
targetBehavior_0375,metric_0572,hasMetric,False
targetBehavior_0301,metric_0242,hasMetric,False
gamModel_0038,engLoop_0038,hasActivityLoops,False
instrPlan_0033,strategy_0033,strategicTutoring,False
targetBehavior_0386,metric_0073,hasMetric,False
targetBehavior_0296,metric_0100,hasMetric,False
studentModel_0091,player_0091,includes,False
instrPlan_0196,sequencing_0196,has_Sequencing,False
targetBehavior_0377,metric_0483,hasMetric,False
instrPlan_0174,sequencing_0174,has_Sequencing,False
instrPlan_0141,sequencing_0141,has_Sequencing,False
targetBehavior_0098,metric_0127,hasMetric,False
targetBehavior_0262,metric_0505,hasMetric,False
targetBehavior_0332,metric_0217,hasMetric,False
targetBehavior_0355,metric_0009,hasMetric,False
studentModel_0027,behavKnowledge_0027,hasBehaviouralKnowledge,False
playerModel_0122,player_0122,classifiesPlayer,False
studentModel_0176,behavKnowledge_0176,hasBehaviouralKnowledge,False
gamModel_0030,engLoop_0030,hasActivityLoops,False
playerModel_0186,player_0186,classifiesPlayer,False
gamifiedITS_0026,instrPlan_0153,hasPedagogicalModel,False
targetBehavior_0008,metric_0334,hasMetric,False
instrPlan_0022,sequencing_0022,has_Sequencing,False
targetBehavior_0263,metric_0385,hasMetric,False
designPractice_0044,virtual_goods_0003,hasGameElement,False
targetBehavior_0016,metric_0313,hasMetric,False
player_0107,playerType_0107,isDescribedByType,False
player_0030,playerModel_0030,isClassifiedBy,False
designPractice_0015,targetBehavior_0131,hasTargetBehavior,False
studentModel_0129,behavKnowledge_0129,hasBehaviouralKnowledge,False
Yee_Immersion_Component,Yees_Motivational_Components,subClassOf,True
targetBehavior_0341,metric_0370,hasMetric,False
studentModel_0176,player_0176,includes,False
isDescribedByType,Player,domain,False
targetBehavior_0178,metric_0109,hasMetric,False
coversComponent,Player_Type,domain,False
studentModel_0103,behavKnowledge_0103,hasBehaviouralKnowledge,False
targetBehavior_0200,metric_0132,hasMetric,False
gamifiedITS_0036,instrPlan_0191,hasPedagogicalModel,False
instrPlan_0095,strategy_0095,strategicTutoring,False
targetBehavior_0069,metric_0580,hasMetric,False
gamModel_0036,progLoop_0036,hasActivityLoops,False
designPractice_0041,targetBehavior_0234,hasTargetBehavior,False
targetBehavior_0356,metric_0313,hasMetric,False
Domain,Thing,subClassOf,True
instrPlan_0066,strategy_0066,strategicTutoring,False
Progression,GDE_Dynamic,subClassOf,True
studentModel_0093,behavKnowledge_0093,hasBehaviouralKnowledge,False
player_0090,playerType_0090,isDescribedByType,False
instrPlan_0003,sequencing_0003,has_Sequencing,False
gamModel_0009,engLoop_0009,hasActivityLoops,False
playerModel_0023,player_0023,classifiesPlayer,False
leadsToPerformance,Theme,domain,False
designPractice_0005,turns_0018,hasGameElement,False
targetBehavior_0399,metric_0414,hasMetric,False
playerType_0041,player_0041,describesPlayer,False
isAppliedTo,Non-Game_Context,range,False
playerType_0095,player_0095,describesPlayer,False
player_0002,playerModel_0002,isClassifiedBy,False
targetBehavior_0172,metric_0582,hasMetric,False
studentModel_0145,player_0145,includes,False
Status,Thing,subClassOf,True
playerType_0189,player_0189,describesPlayer,False
instrPlan_0108,sequencing_0108,has_Sequencing,False
isChildOf_Tactic,Tactic,domain,False
player_0162,playerType_0162,isDescribedByType,False
Badges,Thing,subClassOf,True
playerType_0026,player_0026,describesPlayer,False
playerModel_0066,player_0066,classifiesPlayer,False
player_0197,playerModel_0197,isClassifiedBy,False
targetBehavior_0168,metric_0533,hasMetric,False
targetBehavior_0194,metric_0013,hasMetric,False
playerModel_0039,player_0039,classifiesPlayer,False
studentModel_0101,behavKnowledge_0101,hasBehaviouralKnowledge,False
designPractice_0024,turns_0015,hasGameElement,False
targetBehavior_0049,metric_0552,hasMetric,False
player_0044,playerModel_0044,isClassifiedBy,False
gamifiedITS_0046,gamModel_0034,hasGamificationModel,False
gamifiedITS_0020,studentModel_0106,hasStudentModel,False
studentModel_0187,behavKnowledge_0187,hasBehaviouralKnowledge,False
playerModel_0068,player_0068,classifiesPlayer,False
metricDescription,Metric,domain,False
targetBehavior_0192,metric_0256,hasMetric,False
designPractice_0045,targetBehavior_0348,hasTargetBehavior,False
targetBehavior_0288,metric_0316,hasMetric,False
isChildOf_Strategy,Strategy,range,False
gamifiedITS_0052,instrPlan_0049,hasPedagogicalModel,False
playerType_0002,player_0002,describesPlayer,False
playerModel_0077,player_0077,classifiesPlayer,False
targetBehavior_0020,metric_0434,hasMetric,False
targetBehavior_0269,metric_0385,hasMetric,False
instrPlan_0166,sequencing_0166,has_Sequencing,False
targetBehavior_0013,metric_0469,hasMetric,False
designPractice_0021,leaderboards_0012,hasGameElement,False
playerType_0035,player_0035,describesPlayer,False
instrPlan_0195,sequencing_0195,has_Sequencing,False
player_0139,playerModel_0139,isClassifiedBy,False
gamModel_0019,engLoop_0019,hasActivityLoops,False
player_0049,playerType_0049,isDescribedByType,False
instrPlan_0122,sequencing_0122,has_Sequencing,False
player_0164,playerType_0164,isDescribedByType,False
designPractice_0049,resource_acquisition_0001,hasGameElement,False
has_Resource,Resource,range,False
instrPlan_0020,strategy_0020,strategicTutoring,False
player_0054,playerModel_0054,isClassifiedBy,False
targetBehavior_0289,metric_0483,hasMetric,False
targetBehavior_0277,metric_0289,hasMetric,False
targetBehavior_0022,metric_0171,hasMetric,False
describesType,isDescribedByModel,inverseOf,False
targetBehavior_0363,metric_0345,hasMetric,False
player_0122,playerType_0122,isDescribedByType,False
playerModel_0119,player_0119,classifiesPlayer,False
targetBehavior_0252,metric_0580,hasMetric,False
studentModel_0050,player_0050,includes,False
instrPlan_0174,strategy_0174,strategicTutoring,False
studentModel_0030,player_0030,includes,False
studentModel_0010,behavKnowledge_0010,hasBehaviouralKnowledge,False
targetBehavior_0175,metric_0464,hasMetric,False
playerModel_0139,player_0139,classifiesPlayer,False
playerModel_0106,player_0106,classifiesPlayer,False
instrPlan_0200,sequencing_0200,has_Sequencing,False
gamModel_0003,progLoop_0003,hasActivityLoops,False
targetBehavior_0397,metric_0091,hasMetric,False
targetBehavior_0210,metric_0491,hasMetric,False
has_Problem,ProblemUnit,domain,False
targetBehavior_0250,metric_0587,hasMetric,False
gamifiedITS_0035,instrPlan_0070,hasPedagogicalModel,False
studentModel_0030,behavKnowledge_0030,hasBehaviouralKnowledge,False
player_0089,playerModel_0089,isClassifiedBy,False
hasMetric,Metric,range,False
playerType_0092,player_0092,describesPlayer,False
playerType_0157,player_0157,describesPlayer,False
targetBehavior_0152,metric_0411,hasMetric,False
instrPlan_0021,sequencing_0021,has_Sequencing,False
studentModel_0059,behavKnowledge_0059,hasBehaviouralKnowledge,False
gamModel_0025,engLoop_0025,hasActivityLoops,False
player_0059,playerModel_0059,isClassifiedBy,False
player_0101,playerModel_0101,isClassifiedBy,False
targetBehavior_0227,metric_0364,hasMetric,False
targetBehavior_0280,metric_0503,hasMetric,False
isAppliedTo,Gamification,domain,False
targetBehavior_0028,metric_0507,hasMetric,False
hasTargetBehavior,Target_Behavior,range,False
player_0118,playerModel_0118,isClassifiedBy,False
studentModel_0149,behavKnowledge_0149,hasBehaviouralKnowledge,False
instrPlan_0011,strategy_0011,strategicTutoring,False
playerModel_0146,player_0146,classifiesPlayer,False
studentModel_0005,behavKnowledge_0005,hasBehaviouralKnowledge,False
player_0170,playerModel_0170,isClassifiedBy,False
Resource_Acquisition,Thing,subClassOf,True
targetBehavior_0193,metric_0144,hasMetric,False
isExplained,ProblemUnit,domain,False
playerType_0155,player_0155,describesPlayer,False
gamifiedITS_0006,studentModel_0157,hasStudentModel,False
player_0115,playerType_0115,isDescribedByType,False
studentModel_0052,behavKnowledge_0052,hasBehaviouralKnowledge,False
gamifiedITS_0049,instrPlan_0133,hasPedagogicalModel,False
player_0198,playerType_0198,isDescribedByType,False
Yee_Discovery,Thing,subClassOf,True
playerModel_0125,player_0125,classifiesPlayer,False
targetBehavior_0074,metric_0001,hasMetric,False
playerModel_0035,player_0035,classifiesPlayer,False
targetBehavior_0312,metric_0334,hasMetric,False
studentModel_0026,behavKnowledge_0026,hasBehaviouralKnowledge,False
player_0043,playerModel_0043,isClassifiedBy,False
playerModel_0154,player_0154,classifiesPlayer,False
CategoryExploration,Target_Behavior_Category,subClassOf,True
studentModel_0194,behavKnowledge_0194,hasBehaviouralKnowledge,False
studentModel_0013,behavKnowledge_0013,hasBehaviouralKnowledge,False
player_0049,playerModel_0049,isClassifiedBy,False
designPractice_0025,levels_0003,hasGameElement,False
playerModel_0088,player_0088,classifiesPlayer,False
designPractice_0007,targetBehavior_0024,hasTargetBehavior,False
Self-Determination_Theory,Motivation_And_Need_Theory,subClassOf,True
Content,Thing,subClassOf,True
gamifiedITS_0020,instrPlan_0114,hasPedagogicalModel,False
studentModel_0086,behavKnowledge_0086,hasBehaviouralKnowledge,False
targetBehavior_0360,metric_0524,hasMetric,False
targetBehavior_0158,metric_0201,hasMetric,False
player_0183,playerType_0183,isDescribedByType,False
instrPlan_0088,sequencing_0088,has_Sequencing,False
GDE_Dynamic,Game_Design_Element,subClassOf,True
player_0024,playerType_0024,isDescribedByType,False
studentModel_0141,player_0141,includes,False
targetBehavior_0271,metric_0096,hasMetric,False
leadsToPerformance,Challenges,domain,False
its_domain.owl,meututor_domain_cp.owl,imports,False
leadsToExploration,Achievements,domain,False
gamifiedITS_0062,studentModel_0106,hasStudentModel,False
player_0166,playerModel_0166,isClassifiedBy,False
instrPlan_0006,sequencing_0006,has_Sequencing,False
designPractice_0020,targetBehavior_0352,hasTargetBehavior,False
targetBehavior_0301,metric_0307,hasMetric,False
UserAccount,Thing,subClassOf,True
targetBehavior_0230,metric_0582,hasMetric,False
targetBehavior_0010,metric_0269,hasMetric,False
targetBehavior_0156,metric_0299,hasMetric,False
targetBehavior_0039,metric_0560,hasMetric,False
archetypeChemicalMessenger,string,range,False
targetBehavior_0151,metric_0229,hasMetric,False
targetBehavior_0031,metric_0226,hasMetric,False
targetBehavior_0189,metric_0307,hasMetric,False
targetBehavior_0203,metric_0444,hasMetric,False
targetBehavior_0110,metric_0583,hasMetric,False
playerType_0176,player_0176,describesPlayer,False
MethodStep,Thing,subClassOf,True
player_0081,playerType_0081,isDescribedByType,False
playerType_0020,player_0020,describesPlayer,False
playerModel_0099,player_0099,classifiesPlayer,False
player_0075,playerType_0075,isDescribedByType,False
studentModel_0095,behavKnowledge_0095,hasBehaviouralKnowledge,False
targetBehavior_0029,metric_0501,hasMetric,False
gamifiedITS_0030,gamModel_0039,hasGamificationModel,False
instrPlan_0112,sequencing_0112,has_Sequencing,False
player_0168,playerType_0168,isDescribedByType,False
targetBehavior_0273,metric_0445,hasMetric,False
instrPlan_0135,sequencing_0135,has_Sequencing,False
targetBehavior_0332,metric_0417,hasMetric,False
instrPlan_0074,sequencing_0074,has_Sequencing,False
targetBehavior_0233,metric_0180,hasMetric,False
targetBehavior_0330,metric_0454,hasMetric,False
hasMetric,Target_Behavior,domain,False
instrPlan_0118,strategy_0118,strategicTutoring,False
instrPlan_0094,sequencing_0094,has_Sequencing,False
targetBehavior_0039,metric_0452,hasMetric,False
targetBehavior_0092,metric_0147,hasMetric,False
gamModel_0002,engLoop_0002,hasActivityLoops,False
player_0151,playerModel_0151,isClassifiedBy,False
targetBehavior_0222,metric_0367,hasMetric,False
studentModel_0005,player_0005,includes,False
playerType_0061,player_0061,describesPlayer,False
targetBehavior_0140,metric_0588,hasMetric,False
targetBehavior_0061,metric_0500,hasMetric,False
instrPlan_0128,sequencing_0128,has_Sequencing,False
gamifiedITS_0033,instrPlan_0050,hasPedagogicalModel,False
targetBehavior_0083,metric_0136,hasMetric,False
gamifiedITS_0047,instrPlan_0134,hasPedagogicalModel,False
playerModel_0071,player_0071,classifiesPlayer,False
targetBehavior_0067,metric_0331,hasMetric,False
targetBehavior_0035,metric_0508,hasMetric,False
instrPlan_0150,sequencing_0150,has_Sequencing,False
targetBehavior_0162,metric_0344,hasMetric,False
designPractice_0006,feedback_0014,hasGameElement,False
targetBehavior_0154,metric_0089,hasMetric,False
targetBehavior_0007,metric_0592,hasMetric,False
studentModel_0148,player_0148,includes,False
instrPlan_0098,strategy_0098,strategicTutoring,False
playerModel_0056,player_0056,classifiesPlayer,False
player_0014,playerModel_0014,isClassifiedBy,False
studentModel_0035,player_0035,includes,False
playerModel_0051,player_0051,classifiesPlayer,False
playerModel_0073,player_0073,classifiesPlayer,False
targetBehavior_0201,metric_0126,hasMetric,False
teachesDomain,Domain,range,False
player_0029,playerType_0029,isDescribedByType,False
ProblemUnit,Sequencing,subClassOf,True
studentModel_0116,player_0116,includes,False
gamifiedITS_0065,studentModel_0024,hasStudentModel,False
gamifiedITS_0001,studentModel_0100,hasStudentModel,False
player_0038,playerType_0038,isDescribedByType,False
player_0200,playerModel_0200,isClassifiedBy,False
instrPlan_0180,sequencing_0180,has_Sequencing,False
targetBehavior_0202,metric_0173,hasMetric,False
targetBehavior_0310,metric_0265,hasMetric,False
studentModel_0137,player_0137,includes,False
instrPlan_0136,strategy_0136,strategicTutoring,False
gamModel_0013,progLoop_0013,hasActivityLoops,False
targetBehavior_0197,metric_0382,hasMetric,False
instrPlan_0114,strategy_0114,strategicTutoring,False
targetBehavior_0004,metric_0399,hasMetric,False
targetBehavior_0337,metric_0537,hasMetric,False
studentModel_0024,behavKnowledge_0024,hasBehaviouralKnowledge,False
player_0063,playerModel_0063,isClassifiedBy,False
studentModel_0009,behavKnowledge_0009,hasBehaviouralKnowledge,False
studentModel_0165,player_0165,includes,False
instrPlan_0041,sequencing_0041,has_Sequencing,False
studentModel_0073,behavKnowledge_0073,hasBehaviouralKnowledge,False
score_Max,float,range,False
targetBehavior_0297,metric_0353,hasMetric,False
designPractice_0006,quests_0006,hasGameElement,False
studentModel_0172,player_0172,includes,False
designPractice_0027,targetBehavior_0152,hasTargetBehavior,False
targetBehavior_0367,metric_0059,hasMetric,False
Resource,Thing,subClassOf,True
studentModel_0150,player_0150,includes,False
playerType_0125,player_0125,describesPlayer,False
playerModel_0117,player_0117,classifiesPlayer,False
playerType_0111,player_0111,describesPlayer,False
studentModel_0198,player_0198,includes,False
player_0015,playerType_0015,isDescribedByType,False
targetBehavior_0373,metric_0228,hasMetric,False
instrPlan_0140,sequencing_0140,has_Sequencing,False
gamifiedITS_0063,instrPlan_0117,hasPedagogicalModel,False
targetBehavior_0153,metric_0319,hasMetric,False
targetBehavior_0170,metric_0595,hasMetric,False
player_0041,playerModel_0041,isClassifiedBy,False
playerType_0190,player_0190,describesPlayer,False
targetBehavior_0155,metric_0378,hasMetric,False
player_0099,playerType_0099,isDescribedByType,False
targetBehavior_0017,metric_0188,hasMetric,False
instrPlan_0091,strategy_0091,strategicTutoring,False
player_0091,playerType_0091,isDescribedByType,False
instrPlan_0106,strategy_0106,strategicTutoring,False
targetBehavior_0355,metric_0230,hasMetric,False
instrPlan_0171,strategy_0171,strategicTutoring,False
playerModel_0137,player_0137,classifiesPlayer,False
targetBehavior_0231,metric_0577,hasMetric,False
playerType_0064,player_0064,describesPlayer,False
player_0050,playerType_0050,isDescribedByType,False
instrPlan_0165,sequencing_0165,has_Sequencing,False
targetBehavior_0060,metric_0285,hasMetric,False
leadsToPerformance,Badges,domain,False
targetBehavior_0050,metric_0300,hasMetric,False
gamifiedITS_0032,studentModel_0100,hasStudentModel,False
player_0128,playerModel_0128,isClassifiedBy,False
instrPlan_0143,strategy_0143,strategicTutoring,False
studentModel_0092,player_0092,includes,False
studentModel_0140,behavKnowledge_0140,hasBehaviouralKnowledge,False
player_0191,playerModel_0191,isClassifiedBy,False
instrPlan_0170,sequencing_0170,has_Sequencing,False
designPractice_0018,points_0004,hasGameElement,False
player_0040,playerType_0040,isDescribedByType,False
targetBehavior_0284,metric_0100,hasMetric,False
studentModel_0004,behavKnowledge_0004,hasBehaviouralKnowledge,False
targetBehavior_0106,metric_0116,hasMetric,False
instrPlan_0180,strategy_0180,strategicTutoring,False
studentModel_0104,behavKnowledge_0104,hasBehaviouralKnowledge,False
PedagogicalModel,Thing,subClassOf,True
instrPlan_0092,strategy_0092,strategicTutoring,False
targetBehavior_0355,metric_0259,hasMetric,False
studentModel_0051,player_0051,includes,False
studentModel_0193,behavKnowledge_0193,hasBehaviouralKnowledge,False
designPractice_0017,leaderboards_0020,hasGameElement,False
targetBehavior_0208,metric_0036,hasMetric,False
player_0127,playerType_0127,isDescribedByType,False
studentModel_0156,behavKnowledge_0156,hasBehaviouralKnowledge,False
targetBehavior_0304,metric_0586,hasMetric,False
enjoymentName,CategoryEnjoyment,domain,False
Target_Behavior_Category,Thing,subClassOf,True
gamifiedITS_0015,studentModel_0145,hasStudentModel,False
has_Curriculum,CurriculumUnit,domain,False
targetBehavior_0171,metric_0404,hasMetric,False
targetBehavior_0191,metric_0464,hasMetric,False
targetBehavior_0148,metric_0427,hasMetric,False
leadsToEnjoyment,Achievements,domain,False
hasActivityLoops,Activity_Loop,range,False
targetBehavior_0241,metric_0146,hasMetric,False
instrPlan_0132,sequencing_0132,has_Sequencing,False
studentModel_0134,behavKnowledge_0134,hasBehaviouralKnowledge,False
targetBehavior_0015,metric_0121,hasMetric,False
targetBehavior_0282,metric_0438,hasMetric,False
targetBehavior_0274,metric_0340,hasMetric,False
gamifiedITS_0009,studentModel_0085,hasStudentModel,False
player_0187,playerModel_0187,isClassifiedBy,False
targetBehavior_0003,metric_0203,hasMetric,False
targetBehavior_0087,metric_0490,hasMetric,False
targetBehavior_0087,metric_0136,hasMetric,False
playerModel_0111,player_0111,classifiesPlayer,False
targetBehavior_0399,metric_0489,hasMetric,False
playerModel_0113,player_0113,classifiesPlayer,False
playerType_0094,player_0094,describesPlayer,False
designPractice_0001,targetBehavior_0103,hasTargetBehavior,False
targetBehavior_0133,metric_0031,hasMetric,False
playerModel_0158,player_0158,classifiesPlayer,False
studentModel_0115,player_0115,includes,False
instrPlan_0016,sequencing_0016,has_Sequencing,False
isPartOfEngagementLoop,Engagement_Loop,range,False
targetBehavior_0371,metric_0598,hasMetric,False
targetBehavior_0078,metric_0381,hasMetric,False
Combat,Thing,subClassOf,True
designPractice_0049,targetBehavior_0033,hasTargetBehavior,False
playerType_0054,player_0054,describesPlayer,False
StudentModel,Thing,subClassOf,True
playerModel_0142,player_0142,classifiesPlayer,False
studentModel_0181,player_0181,includes,False
playerModel_0003,player_0003,classifiesPlayer,False
playerModel_0057,player_0057,classifiesPlayer,False
playerModel_0081,player_0081,classifiesPlayer,False
targetBehavior_0372,metric_0195,hasMetric,False
playerModel_0025,player_0025,classifiesPlayer,False
targetBehavior_0159,metric_0252,hasMetric,False
targetBehavior_0092,metric_0137,hasMetric,False
targetBehavior_0008,metric_0192,hasMetric,False
DesignPractice,Thing,subClassOf,True
studentModel_0168,player_0168,includes,False
its_pedagogical.owl,its_domain.owl,imports,False
LeftColumn,Thing,subClassOf,True
gamModel_0027,engLoop_0027,hasActivityLoops,False
studentModel_0141,behavKnowledge_0141,hasBehaviouralKnowledge,False
player_0106,playerModel_0106,isClassifiedBy,False
instrPlan_0040,sequencing_0040,has_Sequencing,False
instrPlan_0096,sequencing_0096,has_Sequencing,False
Target_Behavior,Thing,subClassOf,True
targetBehavior_0216,metric_0492,hasMetric,False
instrPlan_0004,strategy_0004,strategicTutoring,False
gamModel_0017,engLoop_0017,hasActivityLoops,False
playerType_0007,player_0007,describesPlayer,False
player_0048,playerModel_0048,isClassifiedBy,False
targetBehavior_0151,metric_0054,hasMetric,False
its_domain.owl,meututor_domain_curriculum.owl,imports,False
player_0142,playerModel_0142,isClassifiedBy,False
player_0065,playerModel_0065,isClassifiedBy,False
TrueOrFalseProblem,Thing,subClassOf,True
gamifiedITS_0011,instrPlan_0139,hasPedagogicalModel,False
studentModel_0098,behavKnowledge_0098,hasBehaviouralKnowledge,False
targetBehavior_0372,metric_0352,hasMetric,False
playerModel_0032,player_0032,classifiesPlayer,False
playerModel_0038,player_0038,classifiesPlayer,False
player_0117,playerModel_0117,isClassifiedBy,False
targetBehavior_0265,metric_0463,hasMetric,False
targetBehavior_0104,metric_0522,hasMetric,False
player_0168,playerModel_0168,isClassifiedBy,False
targetBehavior_0008,metric_0375,hasMetric,False
playerModel_0092,player_0092,classifiesPlayer,False
GDE_Mechanic,Game_Design_Element,subClassOf,True
designPractice_0034,feedback_0001,hasGameElement,False
playerModel_0170,player_0170,classifiesPlayer,False
studentModel_0064,player_0064,includes,False
playerModel_0172,player_0172,classifiesPlayer,False
targetBehavior_0350,metric_0051,hasMetric,False
abilityScoreStandardDeviation,float,range,False
player_0159,playerModel_0159,isClassifiedBy,False
gamifiedITS_0048,gamModel_0029,hasGamificationModel,False
targetBehavior_0186,metric_0336,hasMetric,False
ResourceList,Thing,subClassOf,True
instrPlan_0049,strategy_0049,strategicTutoring,False
targetBehavior_0020,metric_0191,hasMetric,False
designPractice_0022,points_0011,hasGameElement,False
CategoryCompetition,Target_Behavior_Category,subClassOf,True
playerType_0070,player_0070,describesPlayer,False
gato.owl,1.0,versionIRI,False
studentModel_0154,player_0154,includes,False
gamifiedITS_0023,gamModel_0012,hasGamificationModel,False
playerModel_0084,player_0084,classifiesPlayer,False
isUsedBy,Gamification,range,False
player_0018,playerType_0018,isDescribedByType,False
studentModel_0143,behavKnowledge_0143,hasBehaviouralKnowledge,False
targetBehavior_0236,metric_0021,hasMetric,False
gamifiedITS_0017,studentModel_0185,hasStudentModel,False
targetBehavior_0216,metric_0368,hasMetric,False
instrPlan_0112,strategy_0112,strategicTutoring,False
studentModel_0049,player_0049,includes,False
player_0087,playerModel_0087,isClassifiedBy,False
designPractice_0038,targetBehavior_0184,hasTargetBehavior,False
playerType_0014,player_0014,describesPlayer,False
studentModel_0154,behavKnowledge_0154,hasBehaviouralKnowledge,False
hasStudentModel,GamifiedITS,domain,False
targetBehavior_0056,metric_0403,hasMetric,False
ConceptualKnowledge,Thing,subClassOf,True
studentModel_0195,player_0195,includes,False
typeAssessment,Tactic,domain,False
player_0037,playerType_0037,isDescribedByType,False
Seeker,Thing,subClassOf,True
playerModel_0041,player_0041,classifiesPlayer,False
instrPlan_0037,sequencing_0037,has_Sequencing,False
playerModel_0152,player_0152,classifiesPlayer,False
instrPlan_0133,strategy_0133,strategicTutoring,False
player_0188,playerType_0188,isDescribedByType,False
targetBehavior_0215,metric_0392,hasMetric,False
playerType_0182,player_0182,describesPlayer,False
targetBehavior_0094,metric_0451,hasMetric,False
studentModel_0110,player_0110,includes,False
targetBehavior_0228,metric_0243,hasMetric,False
instrPlan_0089,sequencing_0089,has_Sequencing,False
gamModel_0024,engLoop_0024,hasActivityLoops,False
gamModel_0006,progLoop_0006,hasActivityLoops,False
targetBehavior_0157,metric_0249,hasMetric,False
playerModel_0195,player_0195,classifiesPlayer,False
playerModel_0069,player_0069,classifiesPlayer,False
targetBehavior_0217,metric_0580,hasMetric,False
metricExpectedValue,double,range,False
player_0140,playerType_0140,isDescribedByType,False
studentModel_0052,player_0052,includes,False
instrPlan_0028,strategy_0028,strategicTutoring,False
studentModel_0085,player_0085,includes,False
gamifiedITS_0007,studentModel_0062,hasStudentModel,False
studentModel_0171,player_0171,includes,False
gamifiedITS_0038,instrPlan_0046,hasPedagogicalModel,False
playerType_0170,player_0170,describesPlayer,False
Exercise,Thing,subClassOf,True
player_0111,playerModel_0111,isClassifiedBy,False
playerModel_0156,player_0156,classifiesPlayer,False
designPractice_0014,targetBehavior_0365,hasTargetBehavior,False
targetBehavior_0395,metric_0463,hasMetric,False
