source,target,probability_mean,probability_std,numeric_score_target,known_positive,source_type,target_type,score_final,symbolic_confidence,sym_base_score,path_length,sym_category,neurosymbolic_score,top5_influent_nodes,best_ontology_path
The duration in minutes of a single resource,Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
"the teacher defines the purpose of the resource as either for ""lecturing"" or for ""assessment""",Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
the number of weeks since the latest release of the game element version,Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
integrated this game element,Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
"The targeted audience of a targeted course has targeted educational level to be beginner, intermefdiate, or advanced",Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
the title of the game element,Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
"The course is targeted for audience who have payment preference of either ""free of charge"" or ""with charge""",Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
brief description of the game element purpose,Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
the latest version released for this game element,Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
Total number of likes granted for this game element,Tiny_stash,0.08302742159043519,0.16314609753184262,0.0415518252487452,False,unknown,Reward,0.0747323023220972,0.08939130203804733,0.125,8,indirect,0.08716394388138309,,N/A
editorList,Stash,0.10095738262767984,0.1571640091590049,0.9172442572270822,False,AnnotationProperty,Reward,0.2642147575475603,0.0796690798158251,0.1111111111111111,9,indirect,0.08711998579997426,,N/A
edition,Stash,0.10095738262767984,0.1571640091590049,0.9172442572270822,False,AnnotationProperty,Reward,0.2642147575475603,0.0796690798158251,0.1111111111111111,9,indirect,0.08711998579997426,,N/A
schoolHomepage,Stash,0.10084069986129715,0.1568116827165353,0.9172442572270822,False,AnnotationProperty,Reward,0.26412141133445416,0.0796690798158251,0.1111111111111111,9,indirect,0.08707914683174031,,N/A
familyName,Stash,0.10084069986129715,0.1568116827165353,0.9172442572270822,False,AnnotationProperty,Reward,0.26412141133445416,0.0796690798158251,0.1111111111111111,9,indirect,0.08707914683174031,,N/A
hasSelf,Stash,0.10084037799621537,0.1568109748536453,0.9172442572270822,False,AnnotationProperty,Reward,0.26412115384238877,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903417896169,,N/A
presentedAt,Stash,0.10084037799621537,0.1568109748536453,0.9172442572270822,False,AnnotationProperty,Reward,0.26412115384238877,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903417896169,,N/A
shortDescription,Stash,0.10084037799621537,0.1568109748536453,0.9172442572270822,False,AnnotationProperty,Reward,0.26412115384238877,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903417896169,,N/A
oneOf,Stash,0.10084037799621537,0.1568109748536453,0.9172442572270822,False,AnnotationProperty,Reward,0.26412115384238877,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903417896169,,N/A
annotates,Stash,0.10084037799621537,0.1568109748536453,0.9172442572270822,False,AnnotationProperty,Reward,0.26412115384238877,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903417896169,,N/A
pastProject,Stash,0.10084036607528642,0.1568109486365033,0.9172442572270822,False,AnnotationProperty,Reward,0.2641211443056456,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903000663655,,N/A
workInfoHomepage,Stash,0.10084036607528642,0.1568109486365033,0.9172442572270822,False,AnnotationProperty,Reward,0.2641211443056456,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903000663655,,N/A
plan,Stash,0.10084036607528642,0.1568109486365033,0.9172442572270822,False,AnnotationProperty,Reward,0.2641211443056456,0.0796690798158251,0.1111111111111111,9,indirect,0.08707903000663655,,N/A
CollectedDocument,Tiny_stash,0.08272408372512523,0.16242139026251948,0.0415518252487452,False,unknown,Reward,0.07448963202984922,0.08939130203804733,0.125,8,indirect,0.0870577756285246,,N/A
_:b16,BLockGame,0.08187699228819614,0.16221434935059026,0.12935257077791257,False,Restriction,Badge,0.09137210798613943,0.08939130203804733,0.125,8,indirect,0.08676129362559942,,N/A
bonus resource for lesson 5 Class Methods and Constructors,Motrain,0.08184965388461958,0.16208101449087298,0.0,False,unknown,GameElementResource,0.06547972310769566,0.08939130203804733,0.125,8,indirect,0.08675172518434762,,N/A
ressource bonus pour la leçon 5 Méthodes et constructeurs de classe,Motrain,0.08184965388461958,0.16208101449087298,0.0,False,unknown,GameElementResource,0.06547972310769566,0.08939130203804733,0.125,8,indirect,0.08675172518434762,,N/A
"has priority to either essential or bonus to be accessed by the learner.
This priority is decided by the teacher for the resource.",Tiny_stash,0.08175302715379694,0.16381467040875516,0.0415518252487452,False,unknown,Reward,0.07371278677278659,0.08939130203804733,0.125,8,indirect,0.0867179058285597,,N/A
"the playing style the teacher prefers, it is either ""explorer"", ""achiever"", ""philanthropest"", or ""socializer""",Tiny_stash,0.08173227112480938,0.1638269594578575,0.0415518252487452,False,unknown,Reward,0.07369618194959654,0.08939130203804733,0.125,8,indirect,0.08671064121841406,,N/A
link exxperience level with number: expert=4,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
gamified resource contains one or more game elements,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
link exxperience level with number: expert=2,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
game elements relevant to behavioural objectives,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
linking bonus resources with teaaccher exploration objective,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
Linking leaderboard to resources with objective competition,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
subclass to class,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
Identify the more expert teacher between two teachers,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
link exxperience level with number: expert=6,Stash,0.09974238962519626,0.15693563548018222,0.9172442572270822,False,unknown,Reward,0.2632427631455735,0.0796690798158251,0.1111111111111111,9,indirect,0.08669473824910501,,N/A
objectives the teacher can choose from for each resource to prompt a desired learners’ behaviours when learners interact with that resource.,Tiny_stash,0.08098311941620981,0.1633464260389295,0.0415518252487452,False,unknown,Reward,0.07309686058271689,0.08939130203804733,0.125,8,indirect,0.0864484381204042,,N/A
unsignedInt,Tiny_stash,0.08088334757270417,0.16340395913068803,0.0415518252487452,False,unknown,Reward,0.07301704310791238,0.08939130203804733,0.125,8,indirect,0.08641351797517723,,N/A
Representes the numeric value equivaent to the teache's gamification experience level,Tiny_stash,0.08088334757270417,0.16340395913068803,0.0415518252487452,False,unknown,Reward,0.07301704310791238,0.08939130203804733,0.125,8,indirect,0.08641351797517723,,N/A
topic,BLockGame,0.09871403808185464,0.16571416110100953,0.12935257077791257,False,AnnotationProperty,Badge,0.10484174462106623,0.0796690798158251,0.1111111111111111,9,indirect,0.08633481520893543,,N/A
pageEnd,BLockGame,0.0987140202004612,0.1657141212578154,0.12935257077791257,False,AnnotationProperty,Badge,0.10484173031595148,0.0796690798158251,0.1111111111111111,9,indirect,0.08633480895044773,,N/A
content,BLockGame,0.0987140202004612,0.1657141212578154,0.12935257077791257,False,AnnotationProperty,Badge,0.10484173031595148,0.0796690798158251,0.1111111111111111,9,indirect,0.08633480895044773,,N/A
content_encoded,BLockGame,0.0987140202004612,0.1657141212578154,0.12935257077791257,False,AnnotationProperty,Badge,0.10484173031595148,0.0796690798158251,0.1111111111111111,9,indirect,0.08633480895044773,,N/A
section,BLockGame,0.09871401423999673,0.1657141079767507,0.12935257077791257,False,AnnotationProperty,Badge,0.10484172554757991,0.0796690798158251,0.1111111111111111,9,indirect,0.08633480686428517,,N/A
pages,BLockGame,0.09871401423999673,0.1657141079767507,0.12935257077791257,False,AnnotationProperty,Badge,0.10484172554757991,0.0796690798158251,0.1111111111111111,9,indirect,0.08633480686428517,,N/A
Advanced,BLockGame,0.08051081953607939,0.163242621756952,0.12935257077791257,False,unknown,Badge,0.09027916978444603,0.08939130203804733,0.125,8,indirect,0.08628313316235856,,N/A
Motivation,BLockGame,0.08051076780864967,0.16324265132384788,0.12935257077791257,False,unknown,Badge,0.09027912840250225,0.08939130203804733,0.125,8,indirect,0.08628311505775815,,N/A
indexKey,BLockGame,0.0984249140443518,0.16356138882154186,0.12935257077791257,False,DatatypeProperty,Badge,0.10461044539106397,0.0796690798158251,0.1111111111111111,9,indirect,0.08623362179580944,,N/A
has_Experience_Level,BLockGame,0.09842489616295837,0.16356134897290134,0.12935257077791257,False,DatatypeProperty,Badge,0.10461043108594921,0.0796690798158251,0.1111111111111111,9,indirect,0.08623361553732174,,N/A
ScorePointsLeaderboard,BLockGame,0.09829927421373953,0.16577817603945086,0.12935257077791257,False,Class,Badge,0.10450993352657414,0.0796690798158251,0.1111111111111111,9,indirect,0.08618964785509514,,N/A
chapter,BLockGame,0.09792537744449625,0.1638762435169195,0.12935257077791257,False,AnnotationProperty,Badge,0.10421081611117952,0.0796690798158251,0.1111111111111111,9,indirect,0.08605878398586,,N/A
depicts,BLockGame,0.09792537744449625,0.1638762435169195,0.12935257077791257,False,AnnotationProperty,Badge,0.10421081611117952,0.0796690798158251,0.1111111111111111,9,indirect,0.08605878398586,,N/A
"has priority to either essential or bonus to be accessed by the learner.
This priority is decided by the teacher for the resource.",BLockGame,0.07972585145354087,0.16332479600741634,0.12935257077791257,False,unknown,Badge,0.08965119531841521,0.08939130203804733,0.125,8,indirect,0.08600839433347007,,N/A
locator,Stash,0.11214271849295188,0.1523913932633386,0.9172442572270822,False,AnnotationProperty,Reward,0.27316302623977795,0.07189130203804733,0.1,10,indirect,0.08597929779726393,,N/A
_:b36,BLockGame,0.09764988846919538,0.16604926356782665,0.12935257077791257,False,Class,Badge,0.10399042493093882,0.0796690798158251,0.1111111111111111,9,indirect,0.0859623628445047,,N/A
_:b42,BLockGame,0.0976438117616151,0.16605296043930134,0.12935257077791257,False,Class,Badge,0.10398556356487461,0.0796690798158251,0.1111111111111111,9,indirect,0.0859602359968516,,N/A
has_Place,bonusPoints,0.0976312293033608,0.15874442011217957,0.0,False,unknown,BonusPoints,0.07810498344268864,0.0796690798158251,0.1111111111111111,9,indirect,0.0859558321364626,,N/A
EducationalTopic,Stash,0.14207426681254137,0.14160542670531695,0.9172442572270822,False,Class,Reward,0.29710826489544956,0.0557374558842012,0.07692307692307693,13,indirect,0.08595533970912025,,N/A
_:b2,BLockGame,0.09751735781958797,0.16613047582322274,0.12935257077791257,False,Class,Badge,0.1038844004112529,0.0796690798158251,0.1111111111111111,9,indirect,0.0859159771171421,,N/A
_:b12,BLockGame,0.09751735781958797,0.16613047582322274,0.12935257077791257,False,Class,Badge,0.1038844004112529,0.0796690798158251,0.1111111111111111,9,indirect,0.0859159771171421,,N/A
"the playing style the teacher prefers, it is either ""explorer"", ""achiever"", ""philanthropest"", or ""socializer""",BLockGame,0.07904300552028988,0.16369678711307648,0.12935257077791257,False,unknown,Badge,0.08910491857181442,0.08939130203804733,0.125,8,indirect,0.08576939825683222,,N/A
ScorePoints,BLockGame,0.0969568496547635,0.16635989505459292,0.12935257077791257,False,Class,Badge,0.10343599387939333,0.0796690798158251,0.1111111111111111,9,indirect,0.08571979925945354,,N/A
SocialPoints,BLockGame,0.0969568496547635,0.16635989505459292,0.12935257077791257,False,Class,Badge,0.10343599387939333,0.0796690798158251,0.1111111111111111,9,indirect,0.08571979925945354,,N/A
space_of,Level_Up,0.09663731466379363,0.1587966257240341,1.0,False,unknown,Level,0.27730985173103495,0.0796690798158251,0.1111111111111111,9,indirect,0.08560796201261409,,N/A
img,Level_Up,0.096637219296362,0.15879641358268085,1.0,False,unknown,Level,0.2773097754370896,0.0796690798158251,0.1111111111111111,9,indirect,0.08560792863401301,,N/A
Annotation,Level_Up,0.096637219296362,0.15879641358268085,1.0,False,unknown,Level,0.2773097754370896,0.0796690798158251,0.1111111111111111,9,indirect,0.08560792863401301,,N/A
Chat,Level_Up,0.096637219296362,0.15879641358268085,1.0,False,unknown,Level,0.2773097754370896,0.0796690798158251,0.1111111111111111,9,indirect,0.08560792863401301,,N/A
has_EndDate,Level_Up,0.096637219296362,0.15879641358268085,1.0,False,unknown,Level,0.2773097754370896,0.0796690798158251,0.1111111111111111,9,indirect,0.08560792863401301,,N/A
lives_in,Level_Up,0.09663721333589752,0.15879640032384634,1.0,False,unknown,Level,0.27730977066871804,0.0796690798158251,0.1111111111111111,9,indirect,0.08560792654785045,,N/A
has_type,Level_Up,0.09648546772091435,0.1583767832975769,1.0,False,unknown,Level,0.2771883741767315,0.0796690798158251,0.1111111111111111,9,indirect,0.08555481558260633,,N/A
has_question,Level_Up,0.09648546772091435,0.1583767832975769,1.0,False,unknown,Level,0.2771883741767315,0.0796690798158251,0.1111111111111111,9,indirect,0.08555481558260633,,N/A
view_resource,Level_Up,0.09648530082790899,0.15837641206057537,1.0,False,unknown,Level,0.2771882406623272,0.0796690798158251,0.1111111111111111,9,indirect,0.08555475717005445,,N/A
member,Level_Up,0.09648530082790899,0.15837641206057537,1.0,False,unknown,Level,0.2771882406623272,0.0796690798158251,0.1111111111111111,9,indirect,0.08555475717005445,,N/A
teaches,Level_Up,0.09648530082790899,0.15837641206057537,1.0,False,unknown,Level,0.2771882406623272,0.0796690798158251,0.1111111111111111,9,indirect,0.08555475717005445,,N/A
has_user_account,Level_Up,0.09648530082790899,0.15837641206057537,1.0,False,unknown,Level,0.2771882406623272,0.0796690798158251,0.1111111111111111,9,indirect,0.08555475717005445,,N/A
_:b24,BLockGame,0.09636452738489204,0.16662260098649967,0.12935257077791257,False,Class,Badge,0.10296213606349615,0.0796690798158251,0.1111111111111111,9,indirect,0.08551248646499854,,N/A
_:b30,BLockGame,0.09633083347471484,0.16664280948621343,0.12935257077791257,False,Class,Badge,0.10293518093535439,0.0796690798158251,0.1111111111111111,9,indirect,0.0855006935964365,,N/A
Slide,Stash,0.09597101044934421,0.158702601856065,0.9172442572270822,False,Class,Reward,0.2602256598048918,0.0796690798158251,0.1111111111111111,9,indirect,0.08537475553755679,,N/A
Global,bonusPoints,0.11039760430068038,0.15840687941864298,0.0,False,Class,BonusPoints,0.08831808344054431,0.07189130203804733,0.1,10,indirect,0.0853685078299689,,N/A
Active,bonusPoints,0.11039760430068038,0.15840687941864298,0.0,False,Class,BonusPoints,0.08831808344054431,0.07189130203804733,0.1,10,indirect,0.0853685078299689,,N/A
Sequential,Tiny_stash,0.12218560272155041,0.15442536271776214,0.0415518252487452,False,Class,Reward,0.10605884722698937,0.06552766567441097,0.09090909090909091,11,indirect,0.08535794364090978,,N/A
Reflective,Tiny_stash,0.12218560272155041,0.15442536271776214,0.0415518252487452,False,Class,Reward,0.10605884722698937,0.06552766567441097,0.09090909090909091,11,indirect,0.08535794364090978,,N/A
Thesis,Stash,0.09584346458476739,0.15834716308821,0.9172442572270822,False,Class,Reward,0.26012362311323034,0.0796690798158251,0.1111111111111111,9,indirect,0.0853301144849549,,N/A
EditedBook,Stash,0.09584346458476739,0.15834716308821,0.9172442572270822,False,Class,Reward,0.26012362311323034,0.0796690798158251,0.1111111111111111,9,indirect,0.0853301144849549,,N/A
Feedback,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
ProgressBar,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Reward,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Level,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Timer,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Story,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Challenge,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Badge,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Hint,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
Achievement,Stash,0.09584317848247247,0.15834652869549534,0.9172442572270822,False,Class,Reward,0.2601233942313944,0.0796690798158251,0.1111111111111111,9,indirect,0.08533001434915168,,N/A
_:b95,BLockGame,0.12191078887429554,0.16286053215032595,0.12935257077791257,False,AtomList,Badge,0.12339914525501895,0.06552766567441097,0.09090909090909091,11,indirect,0.08526175879437058,,N/A
Global,Tiny_stash,0.12149024344626291,0.1598007241633606,0.0415518252487452,False,Class,Reward,0.10550255980675938,0.06552766567441097,0.09090909090909091,11,indirect,0.08511456789455915,,N/A
Active,Tiny_stash,0.12149024344626291,0.1598007241633606,0.0415518252487452,False,Class,Reward,0.10550255980675938,0.06552766567441097,0.09090909090909091,11,indirect,0.08511456789455915,,N/A
Film,BLockGame,0.09496120328469557,0.16770088972205316,0.12935257077791257,False,Class,Badge,0.10183947678333898,0.0796690798158251,0.1111111111111111,9,indirect,0.08502132302992976,,N/A
_:b93,BLockGame,0.12121799999289913,0.16321489399194422,0.12935257077791257,False,AtomList,Badge,0.12284491414990183,0.06552766567441097,0.09090909090909091,11,indirect,0.08501928268588183,,N/A
n,BLockGame,0.12100731407596373,0.16472984252946732,0.12935257077791257,False,unknown,Badge,0.1226763654163535,0.06552766567441097,0.09090909090909091,11,indirect,0.08494554261495443,,N/A
_:b91,BLockGame,0.12049000975778615,0.16360054719462536,0.12935257077791257,False,AtomList,Badge,0.12226252196181144,0.06552766567441097,0.09090909090909091,11,indirect,0.08476448610359229,,N/A
Verbal,BLockGame,0.10866586733313292,0.16086849423244812,0.12935257077791257,False,Class,Badge,0.11280320802208886,0.07189130203804733,0.1,10,indirect,0.08476239989132729,,N/A
Intuitive,BLockGame,0.10866586733313292,0.16086849423244812,0.12935257077791257,False,Class,Badge,0.11280320802208886,0.07189130203804733,0.1,10,indirect,0.08476239989132729,,N/A
Reflective,bonusPoints,0.10863443387649233,0.15475015417371452,0.0,False,Class,BonusPoints,0.08690754710119386,0.07189130203804733,0.1,10,indirect,0.08475139818150308,,N/A
Sequential,bonusPoints,0.10863443387649233,0.15475015417371452,0.0,False,Class,BonusPoints,0.08690754710119386,0.07189130203804733,0.1,10,indirect,0.08475139818150308,,N/A
Bill,BLockGame,0.09416600608198983,0.16586513059908964,0.12935257077791257,False,Class,Badge,0.10120331902117438,0.0796690798158251,0.1111111111111111,9,indirect,0.08474300400898276,,N/A
Error3,bonusPoints,0.09394563756455983,0.1605419207358107,0.0,False,Class,BonusPoints,0.07515651005164786,0.0796690798158251,0.1111111111111111,9,indirect,0.08466587502788225,,N/A
_:b11,bonusPoints,0.09394563756455983,0.1605419207358107,0.0,False,Class,BonusPoints,0.07515651005164786,0.0796690798158251,0.1111111111111111,9,indirect,0.08466587502788225,,N/A
VCard,Level_Up,0.10819686608996823,0.15316281850182792,1.0,False,unknown,Level,0.28655749287197463,0.07189130203804733,0.1,10,indirect,0.08459824945621965,,N/A
has_answer,BLockGame,0.09367155957832456,0.16833272379079073,0.12935257077791257,False,unknown,Badge,0.10080776181824216,0.0796690798158251,0.1111111111111111,9,indirect,0.08456994773269991,,N/A
has_target,BLockGame,0.09367154169693112,0.16833268389783637,0.12935257077791257,False,unknown,Badge,0.10080774751312742,0.0796690798158251,0.1111111111111111,9,indirect,0.0845699414742122,,N/A
has_body_for_annotation,BLockGame,0.09367154169693112,0.16833268389783637,0.12935257077791257,False,unknown,Badge,0.10080774751312742,0.0796690798158251,0.1111111111111111,9,indirect,0.0845699414742122,,N/A
hasPedagogicalExperience,Level_Up,0.10806587715892366,0.15403810079580335,1.0,False,ObjectProperty,Level,0.28645270172713894,0.07189130203804733,0.1,10,indirect,0.08455240333035405,,N/A
n,bonusPoints,0.0934607202827886,0.16211594833775247,0.0,False,unknown,BonusPoints,0.07476857622623088,0.0796690798158251,0.1111111111111111,9,indirect,0.08449615397926233,,N/A
hasPreResource,Tiny_stash,0.09336233447138878,0.1587525870349524,0.0415518252487452,False,ReflexiveProperty,Reward,0.08300023262686007,0.0796690798158251,0.1111111111111111,9,indirect,0.08446171894527238,,N/A
cites,Tiny_stash,0.09333147412456114,0.15877199878826906,0.0415518252487452,False,ObjectProperty,Reward,0.08297554434939795,0.0796690798158251,0.1111111111111111,9,indirect,0.08445091782388271,,N/A
greaterThan,Stash,0.09330495982091731,0.15979578846429007,0.9172442572270822,False,unknown,Reward,0.25809281930215033,0.0796690798158251,0.1111111111111111,9,indirect,0.08444163781760738,,N/A
wasAssociatedWith,Tiny_stash,0.09321044624646528,0.15846672461058048,0.0415518252487452,False,ObjectProperty,Reward,0.08287872204692126,0.0796690798158251,0.1111111111111111,9,indirect,0.08440855806654916,,N/A
issuer,Tiny_stash,0.09321044624646528,0.15846672461058048,0.0415518252487452,False,ObjectProperty,Reward,0.08287872204692126,0.0796690798158251,0.1111111111111111,9,indirect,0.08440855806654916,,N/A
distributor,Tiny_stash,0.09321044624646528,0.15846672461058048,0.0415518252487452,False,ObjectProperty,Reward,0.08287872204692126,0.0796690798158251,0.1111111111111111,9,indirect,0.08440855806654916,,N/A
translator,Tiny_stash,0.09321044624646528,0.15846672461058048,0.0415518252487452,False,ObjectProperty,Reward,0.08287872204692126,0.0796690798158251,0.1111111111111111,9,indirect,0.08440855806654916,,N/A
editor,Tiny_stash,0.09321044624646528,0.15846672461058048,0.0415518252487452,False,ObjectProperty,Reward,0.08287872204692126,0.0796690798158251,0.1111111111111111,9,indirect,0.08440855806654916,,N/A
accountServiceHomepage,BLockGame,0.09287476247552791,0.16649702846409797,0.12935257077791257,False,unknown,Badge,0.10017032413600485,0.0796690798158251,0.1111111111111111,9,indirect,0.08429106874672108,,N/A
RDV,BLockGame,0.09287476247552791,0.16649702846409797,0.12935257077791257,False,unknown,Badge,0.10017032413600485,0.0796690798158251,0.1111111111111111,9,indirect,0.08429106874672108,,N/A
workplaceHomepage,BLockGame,0.09287476247552791,0.16649702846409797,0.12935257077791257,False,unknown,Badge,0.10017032413600485,0.0796690798158251,0.1111111111111111,9,indirect,0.08429106874672108,,N/A
leçon 9 du cours Programmation Orientée Objet,Motrain,0.09240965025923878,0.15965251799032004,0.0,False,unknown,GameElementResource,0.07392772020739102,0.0796690798158251,0.1111111111111111,9,indirect,0.08412827947101989,,N/A
lesson 9 for the course Object Oriented Programming,Motrain,0.09240965025923878,0.15965251799032004,0.0,False,unknown,GameElementResource,0.07392772020739102,0.0796690798158251,0.1111111111111111,9,indirect,0.08412827947101989,,N/A
lesson 5 for the course Object Oriented Programming,Motrain,0.09240878537377106,0.15965327869749898,0.0,False,unknown,GameElementResource,0.07392702829901686,0.0796690798158251,0.1111111111111111,9,indirect,0.08412797676110619,,N/A
leçon 5 du cours Programmation Orientée Objet,Motrain,0.09240878537377106,0.15965327869749898,0.0,False,unknown,GameElementResource,0.07392702829901686,0.0796690798158251,0.1111111111111111,9,indirect,0.08412797676110619,,N/A
Stimulus,Stash,0.09240720677730675,0.15985827722061752,0.9172442572270822,False,unknown,Reward,0.2573746168672619,0.0796690798158251,0.1111111111111111,9,indirect,0.08412742425234368,,N/A
detects,Stash,0.09240720677730675,0.15985827722061752,0.9172442572270822,False,unknown,Reward,0.2573746168672619,0.0796690798158251,0.1111111111111111,9,indirect,0.08412742425234368,,N/A
familyName,Tiny_stash,0.09239142985704916,0.15908562985167246,0.0415518252487452,False,AnnotationProperty,Reward,0.08222350893538838,0.0796690798158251,0.1111111111111111,9,indirect,0.08412190233025352,,N/A
schoolHomepage,Tiny_stash,0.09239142985704916,0.15908562985167246,0.0415518252487452,False,AnnotationProperty,Reward,0.08222350893538838,0.0796690798158251,0.1111111111111111,9,indirect,0.08412190233025352,,N/A
shortDescription,Tiny_stash,0.09239127488497276,0.1590852880043182,0.0415518252487452,False,AnnotationProperty,Reward,0.08222338495772724,0.0796690798158251,0.1111111111111111,9,indirect,0.08412184809002679,,N/A
workInfoHomepage,Tiny_stash,0.09239127488497276,0.1590852880043182,0.0415518252487452,False,AnnotationProperty,Reward,0.08222338495772724,0.0796690798158251,0.1111111111111111,9,indirect,0.08412184809002679,,N/A
plan,Tiny_stash,0.09239127488497276,0.1590852880043182,0.0415518252487452,False,AnnotationProperty,Reward,0.08222338495772724,0.0796690798158251,0.1111111111111111,9,indirect,0.08412184809002679,,N/A
presentedAt,Tiny_stash,0.09239127488497276,0.1590852880043182,0.0415518252487452,False,AnnotationProperty,Reward,0.08222338495772724,0.0796690798158251,0.1111111111111111,9,indirect,0.08412184809002679,,N/A
hasSelf,Tiny_stash,0.09239127488497276,0.1590852880043182,0.0415518252487452,False,AnnotationProperty,Reward,0.08222338495772724,0.0796690798158251,0.1111111111111111,9,indirect,0.08412184809002679,,N/A
annotates,Tiny_stash,0.09239127488497276,0.1590852880043182,0.0415518252487452,False,AnnotationProperty,Reward,0.08222338495772724,0.0796690798158251,0.1111111111111111,9,indirect,0.08412184809002679,,N/A
pastProject,Tiny_stash,0.09239127488497276,0.1590852880043182,0.0415518252487452,False,AnnotationProperty,Reward,0.08222338495772724,0.0796690798158251,0.1111111111111111,9,indirect,0.08412184809002679,,N/A
